datetime,temperature,pressure,humidity
2018/12/06 05:41:22,18.89 C,1014.48 hPA,76.37 %RH
2018/12/06 05:41:23,18.89 C,1014.49 hPA,76.38 %RH
2018/12/06 05:41:24,18.89 C,1014.49 hPA,76.37 %RH
2018/12/06 05:41:25,18.89 C,1014.49 hPA,76.36 %RH
2018/12/06 05:41:26,18.89 C,1014.49 hPA,76.36 %RH
2018/12/06 05:41:27,18.89 C,1014.49 hPA,76.36 %RH
2018/12/06 05:41:28,18.89 C,1014.49 hPA,76.36 %RH
2018/12/06 05:41:29,18.89 C,1014.49 hPA,76.35 %RH
2018/12/06 05:41:30,18.89 C,1014.49 hPA,76.35 %RH
2018/12/06 05:41:31,18.89 C,1014.49 hPA,76.35 %RH
2018/12/06 05:41:32,18.89 C,1014.49 hPA,76.33 %RH
2018/12/06 05:41:33,18.89 C,1014.48 hPA,76.33 %RH
2018/12/06 05:41:34,18.89 C,1014.49 hPA,76.33 %RH
2018/12/06 05:41:35,18.89 C,1014.48 hPA,76.31 %RH
2018/12/06 05:41:36,18.89 C,1014.48 hPA,76.32 %RH
2018/12/06 05:41:38,18.89 C,1014.48 hPA,76.33 %RH
2018/12/06 05:41:39,18.89 C,1014.47 hPA,76.32 %RH
2018/12/06 05:41:40,18.89 C,1014.48 hPA,76.31 %RH
2018/12/06 05:41:41,18.89 C,1014.48 hPA,76.31 %RH
2018/12/06 05:41:42,18.89 C,1014.48 hPA,76.30 %RH
2018/12/06 05:41:43,18.89 C,1014.48 hPA,76.31 %RH
2018/12/06 05:41:44,18.89 C,1014.48 hPA,76.32 %RH
2018/12/06 05:41:45,18.89 C,1014.48 hPA,76.31 %RH
2018/12/06 05:41:46,18.89 C,1014.47 hPA,76.33 %RH
2018/12/06 05:41:47,18.89 C,1014.48 hPA,76.33 %RH
2018/12/06 05:41:48,18.89 C,1014.48 hPA,76.33 %RH
2018/12/06 05:41:49,18.90 C,1014.47 hPA,76.33 %RH
2018/12/06 05:41:50,18.90 C,1014.47 hPA,76.33 %RH
2018/12/06 05:41:51,18.90 C,1014.47 hPA,76.36 %RH
2018/12/06 05:41:52,18.90 C,1014.47 hPA,76.36 %RH
2018/12/06 05:41:53,18.90 C,1014.47 hPA,76.36 %RH
2018/12/06 05:41:54,18.90 C,1014.47 hPA,76.35 %RH
2018/12/06 05:41:55,18.90 C,1014.47 hPA,76.36 %RH
2018/12/06 05:41:56,18.90 C,1014.48 hPA,76.38 %RH
2018/12/06 05:41:57,18.90 C,1014.48 hPA,76.36 %RH
2018/12/06 05:41:58,18.90 C,1014.48 hPA,76.36 %RH
2018/12/06 05:41:59,18.90 C,1014.48 hPA,76.38 %RH
2018/12/06 05:42:00,18.90 C,1014.47 hPA,76.36 %RH
2018/12/06 05:42:01,18.90 C,1014.47 hPA,76.37 %RH
2018/12/06 05:42:02,18.90 C,1014.47 hPA,76.36 %RH
2018/12/06 05:42:04,18.90 C,1014.47 hPA,76.37 %RH
2018/12/06 05:42:05,18.90 C,1014.47 hPA,76.36 %RH
2018/12/06 05:42:06,18.90 C,1014.47 hPA,76.38 %RH
2018/12/06 05:42:07,18.90 C,1014.47 hPA,76.36 %RH
2018/12/06 05:42:08,18.90 C,1014.47 hPA,76.36 %RH
2018/12/06 05:42:09,18.90 C,1014.47 hPA,76.37 %RH
2018/12/06 05:42:10,18.90 C,1014.47 hPA,76.35 %RH
2018/12/06 05:42:11,18.90 C,1014.48 hPA,76.36 %RH
2018/12/06 05:42:12,18.90 C,1014.47 hPA,76.37 %RH
2018/12/06 05:42:13,18.90 C,1014.48 hPA,76.36 %RH
2018/12/06 05:42:14,18.90 C,1014.47 hPA,76.36 %RH
2018/12/06 05:42:15,18.90 C,1014.47 hPA,76.35 %RH
2018/12/06 05:42:16,18.90 C,1014.47 hPA,76.36 %RH
2018/12/06 05:42:17,18.90 C,1014.47 hPA,76.34 %RH
2018/12/06 05:42:18,18.90 C,1014.47 hPA,76.34 %RH
2018/12/06 05:42:19,18.90 C,1014.47 hPA,76.33 %RH
2018/12/06 05:42:20,18.90 C,1014.46 hPA,76.35 %RH
2018/12/06 05:42:21,18.90 C,1014.47 hPA,76.33 %RH
2018/12/06 05:42:22,18.90 C,1014.46 hPA,76.33 %RH
2018/12/06 05:42:23,18.90 C,1014.47 hPA,76.33 %RH
2018/12/06 05:42:24,18.90 C,1014.47 hPA,76.33 %RH
2018/12/06 05:42:25,18.90 C,1014.48 hPA,76.33 %RH
2018/12/06 05:42:26,18.90 C,1014.47 hPA,76.35 %RH
2018/12/06 05:42:27,18.90 C,1014.47 hPA,76.36 %RH
2018/12/06 05:42:29,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:42:30,18.90 C,1014.47 hPA,76.39 %RH
2018/12/06 05:42:31,18.90 C,1014.47 hPA,76.41 %RH
2018/12/06 05:42:32,18.90 C,1014.48 hPA,76.39 %RH
2018/12/06 05:42:33,18.90 C,1014.48 hPA,76.42 %RH
2018/12/06 05:42:34,18.90 C,1014.47 hPA,76.42 %RH
2018/12/06 05:42:35,18.90 C,1014.48 hPA,76.43 %RH
2018/12/06 05:42:36,18.90 C,1014.47 hPA,76.44 %RH
2018/12/06 05:42:37,18.90 C,1014.46 hPA,76.43 %RH
2018/12/06 05:42:38,18.90 C,1014.46 hPA,76.46 %RH
2018/12/06 05:42:39,18.90 C,1014.46 hPA,76.46 %RH
2018/12/06 05:42:40,18.90 C,1014.46 hPA,76.48 %RH
2018/12/06 05:42:41,18.90 C,1014.46 hPA,76.47 %RH
2018/12/06 05:42:42,18.90 C,1014.46 hPA,76.50 %RH
2018/12/06 05:42:43,18.90 C,1014.46 hPA,76.50 %RH
2018/12/06 05:42:44,18.90 C,1014.45 hPA,76.51 %RH
2018/12/06 05:42:45,18.90 C,1014.46 hPA,76.51 %RH
2018/12/06 05:42:46,18.90 C,1014.46 hPA,76.52 %RH
2018/12/06 05:42:47,18.90 C,1014.45 hPA,76.53 %RH
2018/12/06 05:42:48,18.90 C,1014.45 hPA,76.52 %RH
2018/12/06 05:42:49,18.90 C,1014.45 hPA,76.52 %RH
2018/12/06 05:42:50,18.90 C,1014.45 hPA,76.52 %RH
2018/12/06 05:42:51,18.90 C,1014.47 hPA,76.52 %RH
2018/12/06 05:42:52,18.90 C,1014.46 hPA,76.53 %RH
2018/12/06 05:42:54,18.90 C,1014.46 hPA,76.53 %RH
2018/12/06 05:42:55,18.90 C,1014.46 hPA,76.54 %RH
2018/12/06 05:42:56,18.90 C,1014.46 hPA,76.53 %RH
2018/12/06 05:42:57,18.90 C,1014.46 hPA,76.53 %RH
2018/12/06 05:42:58,18.90 C,1014.46 hPA,76.53 %RH
2018/12/06 05:42:59,18.90 C,1014.46 hPA,76.53 %RH
2018/12/06 05:43:00,18.90 C,1014.46 hPA,76.53 %RH
2018/12/06 05:43:01,18.90 C,1014.46 hPA,76.53 %RH
2018/12/06 05:43:02,18.90 C,1014.46 hPA,76.56 %RH
2018/12/06 05:43:03,18.90 C,1014.46 hPA,76.54 %RH
2018/12/06 05:43:04,18.90 C,1014.46 hPA,76.53 %RH
2018/12/06 05:43:05,18.90 C,1014.47 hPA,76.53 %RH
2018/12/06 05:43:06,18.90 C,1014.47 hPA,76.51 %RH
2018/12/06 05:43:07,18.90 C,1014.47 hPA,76.51 %RH
2018/12/06 05:43:08,18.89 C,1014.47 hPA,76.51 %RH
2018/12/06 05:43:09,18.90 C,1014.46 hPA,76.50 %RH
2018/12/06 05:43:10,18.89 C,1014.46 hPA,76.48 %RH
2018/12/06 05:43:11,18.89 C,1014.46 hPA,76.48 %RH
2018/12/06 05:43:12,18.89 C,1014.47 hPA,76.47 %RH
2018/12/06 05:43:13,18.89 C,1014.46 hPA,76.46 %RH
2018/12/06 05:43:14,18.89 C,1014.47 hPA,76.47 %RH
2018/12/06 05:43:15,18.89 C,1014.47 hPA,76.45 %RH
2018/12/06 05:43:16,18.89 C,1014.47 hPA,76.44 %RH
2018/12/06 05:43:17,18.89 C,1014.47 hPA,76.42 %RH
2018/12/06 05:43:18,18.89 C,1014.47 hPA,76.43 %RH
2018/12/06 05:43:20,18.89 C,1014.47 hPA,76.42 %RH
2018/12/06 05:43:21,18.89 C,1014.47 hPA,76.42 %RH
2018/12/06 05:43:22,18.89 C,1014.47 hPA,76.40 %RH
2018/12/06 05:43:23,18.89 C,1014.46 hPA,76.39 %RH
2018/12/06 05:43:24,18.89 C,1014.46 hPA,76.39 %RH
2018/12/06 05:43:25,18.89 C,1014.46 hPA,76.39 %RH
2018/12/06 05:43:26,18.89 C,1014.46 hPA,76.39 %RH
2018/12/06 05:43:27,18.89 C,1014.47 hPA,76.37 %RH
2018/12/06 05:43:28,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:43:29,18.89 C,1014.47 hPA,76.35 %RH
2018/12/06 05:43:30,18.89 C,1014.46 hPA,76.38 %RH
2018/12/06 05:43:31,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:43:32,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:43:33,18.89 C,1014.47 hPA,76.35 %RH
2018/12/06 05:43:34,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:43:35,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:43:36,18.89 C,1014.48 hPA,76.35 %RH
2018/12/06 05:43:37,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:43:38,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:43:39,18.89 C,1014.47 hPA,76.35 %RH
2018/12/06 05:43:40,18.89 C,1014.48 hPA,76.36 %RH
2018/12/06 05:43:41,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:43:42,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:43:43,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:43:45,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:43:46,18.89 C,1014.47 hPA,76.36 %RH
2018/12/06 05:43:47,18.89 C,1014.47 hPA,76.37 %RH
2018/12/06 05:43:48,18.89 C,1014.48 hPA,76.37 %RH
2018/12/06 05:43:49,18.89 C,1014.48 hPA,76.36 %RH
2018/12/06 05:43:50,18.89 C,1014.48 hPA,76.38 %RH
2018/12/06 05:43:51,18.89 C,1014.48 hPA,76.36 %RH
2018/12/06 05:43:52,18.89 C,1014.48 hPA,76.39 %RH
2018/12/06 05:43:53,18.89 C,1014.48 hPA,76.39 %RH
2018/12/06 05:43:54,18.90 C,1014.47 hPA,76.40 %RH
2018/12/06 05:43:55,18.90 C,1014.47 hPA,76.40 %RH
2018/12/06 05:43:56,18.90 C,1014.48 hPA,76.41 %RH
2018/12/06 05:43:57,18.90 C,1014.46 hPA,76.41 %RH
2018/12/06 05:43:58,18.90 C,1014.46 hPA,76.41 %RH
2018/12/06 05:43:59,18.90 C,1014.46 hPA,76.43 %RH
2018/12/06 05:44:00,18.90 C,1014.46 hPA,76.41 %RH
2018/12/06 05:44:01,18.90 C,1014.46 hPA,76.41 %RH
2018/12/06 05:44:02,18.90 C,1014.46 hPA,76.41 %RH
2018/12/06 05:44:03,18.90 C,1014.46 hPA,76.41 %RH
2018/12/06 05:44:04,18.90 C,1014.47 hPA,76.41 %RH
2018/12/06 05:44:05,18.90 C,1014.48 hPA,76.39 %RH
2018/12/06 05:44:06,18.90 C,1014.47 hPA,76.41 %RH
2018/12/06 05:44:07,18.90 C,1014.47 hPA,76.43 %RH
2018/12/06 05:44:08,18.90 C,1014.48 hPA,76.41 %RH
2018/12/06 05:44:10,18.90 C,1014.48 hPA,76.43 %RH
2018/12/06 05:44:11,18.90 C,1014.48 hPA,76.43 %RH
2018/12/06 05:44:12,18.90 C,1014.48 hPA,76.46 %RH
2018/12/06 05:44:13,18.90 C,1014.47 hPA,76.46 %RH
2018/12/06 05:44:14,18.90 C,1014.47 hPA,76.47 %RH
2018/12/06 05:44:15,18.90 C,1014.47 hPA,76.48 %RH
2018/12/06 05:44:16,18.90 C,1014.47 hPA,76.48 %RH
2018/12/06 05:44:17,18.90 C,1014.47 hPA,76.48 %RH
2018/12/06 05:44:18,18.90 C,1014.47 hPA,76.48 %RH
2018/12/06 05:44:19,18.90 C,1014.46 hPA,76.49 %RH
2018/12/06 05:44:20,18.90 C,1014.46 hPA,76.47 %RH
2018/12/06 05:44:21,18.90 C,1014.45 hPA,76.48 %RH
2018/12/06 05:44:22,18.90 C,1014.45 hPA,76.47 %RH
2018/12/06 05:44:23,18.90 C,1014.45 hPA,76.47 %RH
2018/12/06 05:44:24,18.90 C,1014.46 hPA,76.48 %RH
2018/12/06 05:44:25,18.90 C,1014.45 hPA,76.47 %RH
2018/12/06 05:44:26,18.90 C,1014.45 hPA,76.46 %RH
2018/12/06 05:44:27,18.90 C,1014.45 hPA,76.43 %RH
2018/12/06 05:44:28,18.90 C,1014.46 hPA,76.46 %RH
2018/12/06 05:44:29,18.90 C,1014.46 hPA,76.44 %RH
2018/12/06 05:44:30,18.90 C,1014.46 hPA,76.43 %RH
2018/12/06 05:44:31,18.90 C,1014.45 hPA,76.43 %RH
2018/12/06 05:44:32,18.89 C,1014.45 hPA,76.43 %RH
2018/12/06 05:44:33,18.90 C,1014.45 hPA,76.42 %RH
2018/12/06 05:44:35,18.90 C,1014.45 hPA,76.43 %RH
2018/12/06 05:44:36,18.90 C,1014.45 hPA,76.42 %RH
2018/12/06 05:44:37,18.89 C,1014.45 hPA,76.42 %RH
2018/12/06 05:44:38,18.90 C,1014.45 hPA,76.42 %RH
2018/12/06 05:44:39,18.90 C,1014.44 hPA,76.42 %RH
2018/12/06 05:44:40,18.90 C,1014.44 hPA,76.42 %RH
2018/12/06 05:44:41,18.90 C,1014.45 hPA,76.43 %RH
2018/12/06 05:44:42,18.90 C,1014.45 hPA,76.42 %RH
2018/12/06 05:44:43,18.89 C,1014.45 hPA,76.43 %RH
2018/12/06 05:44:44,18.90 C,1014.45 hPA,76.41 %RH
2018/12/06 05:44:45,18.90 C,1014.45 hPA,76.41 %RH
2018/12/06 05:44:46,18.90 C,1014.45 hPA,76.40 %RH
2018/12/06 05:44:47,18.90 C,1014.45 hPA,76.41 %RH
2018/12/06 05:44:48,18.90 C,1014.45 hPA,76.41 %RH
2018/12/06 05:44:49,18.90 C,1014.46 hPA,76.41 %RH
2018/12/06 05:44:50,18.90 C,1014.46 hPA,76.42 %RH
2018/12/06 05:44:51,18.90 C,1014.46 hPA,76.42 %RH
2018/12/06 05:44:52,18.90 C,1014.45 hPA,76.43 %RH
2018/12/06 05:44:53,18.90 C,1014.45 hPA,76.45 %RH
2018/12/06 05:44:54,18.90 C,1014.45 hPA,76.42 %RH
2018/12/06 05:44:55,18.90 C,1014.45 hPA,76.45 %RH
2018/12/06 05:44:56,18.90 C,1014.45 hPA,76.46 %RH
2018/12/06 05:44:57,18.90 C,1014.45 hPA,76.46 %RH
2018/12/06 05:44:58,18.90 C,1014.44 hPA,76.45 %RH
2018/12/06 05:44:59,18.90 C,1014.44 hPA,76.47 %RH
2018/12/06 05:45:01,18.90 C,1014.43 hPA,76.46 %RH
2018/12/06 05:45:02,18.90 C,1014.43 hPA,76.46 %RH
2018/12/06 05:45:03,18.90 C,1014.44 hPA,76.46 %RH
2018/12/06 05:45:04,18.90 C,1014.44 hPA,76.45 %RH
2018/12/06 05:45:05,18.90 C,1014.44 hPA,76.43 %RH
2018/12/06 05:45:06,18.90 C,1014.44 hPA,76.43 %RH
2018/12/06 05:45:07,18.90 C,1014.44 hPA,76.43 %RH
2018/12/06 05:45:08,18.90 C,1014.44 hPA,76.41 %RH
2018/12/06 05:45:09,18.90 C,1014.44 hPA,76.41 %RH
2018/12/06 05:45:10,18.90 C,1014.43 hPA,76.43 %RH
2018/12/06 05:45:11,18.90 C,1014.43 hPA,76.43 %RH
2018/12/06 05:45:12,18.90 C,1014.43 hPA,76.41 %RH
2018/12/06 05:45:13,18.90 C,1014.43 hPA,76.42 %RH
2018/12/06 05:45:14,18.90 C,1014.43 hPA,76.41 %RH
2018/12/06 05:45:15,18.90 C,1014.44 hPA,76.43 %RH
2018/12/06 05:45:16,18.90 C,1014.44 hPA,76.43 %RH
2018/12/06 05:45:17,18.90 C,1014.45 hPA,76.42 %RH
2018/12/06 05:45:18,18.90 C,1014.45 hPA,76.41 %RH
2018/12/06 05:45:19,18.90 C,1014.45 hPA,76.41 %RH
2018/12/06 05:45:20,18.90 C,1014.45 hPA,76.41 %RH
2018/12/06 05:45:21,18.90 C,1014.45 hPA,76.43 %RH
2018/12/06 05:45:22,18.90 C,1014.45 hPA,76.43 %RH
2018/12/06 05:45:23,18.90 C,1014.45 hPA,76.46 %RH
2018/12/06 05:45:24,18.90 C,1014.45 hPA,76.46 %RH
2018/12/06 05:45:26,18.90 C,1014.43 hPA,76.47 %RH
2018/12/06 05:45:27,18.90 C,1014.43 hPA,76.48 %RH
2018/12/06 05:45:28,18.90 C,1014.44 hPA,76.50 %RH
2018/12/06 05:45:29,18.90 C,1014.43 hPA,76.51 %RH
2018/12/06 05:45:30,18.90 C,1014.43 hPA,76.51 %RH
2018/12/06 05:45:31,18.90 C,1014.44 hPA,76.51 %RH
2018/12/06 05:45:32,18.90 C,1014.44 hPA,76.51 %RH
2018/12/06 05:45:33,18.90 C,1014.44 hPA,76.52 %RH
2018/12/06 05:45:34,18.90 C,1014.44 hPA,76.53 %RH
2018/12/06 05:45:35,18.90 C,1014.43 hPA,76.52 %RH
2018/12/06 05:45:36,18.90 C,1014.44 hPA,76.52 %RH
2018/12/06 05:45:37,18.90 C,1014.44 hPA,76.53 %RH
2018/12/06 05:45:38,18.90 C,1014.45 hPA,76.53 %RH
2018/12/06 05:45:39,18.90 C,1014.44 hPA,76.52 %RH
2018/12/06 05:45:40,18.90 C,1014.44 hPA,76.53 %RH
2018/12/06 05:45:41,18.90 C,1014.44 hPA,76.53 %RH
2018/12/06 05:45:42,18.90 C,1014.44 hPA,76.53 %RH
2018/12/06 05:45:43,18.90 C,1014.44 hPA,76.52 %RH
2018/12/06 05:45:44,18.90 C,1014.44 hPA,76.51 %RH
2018/12/06 05:45:45,18.90 C,1014.44 hPA,76.52 %RH
2018/12/06 05:45:46,18.90 C,1014.44 hPA,76.51 %RH
2018/12/06 05:45:47,18.90 C,1014.44 hPA,76.49 %RH
2018/12/06 05:45:48,18.90 C,1014.45 hPA,76.48 %RH
2018/12/06 05:45:49,18.90 C,1014.44 hPA,76.47 %RH
2018/12/06 05:45:51,18.90 C,1014.44 hPA,76.48 %RH
2018/12/06 05:45:52,18.90 C,1014.43 hPA,76.47 %RH
2018/12/06 05:45:53,18.90 C,1014.43 hPA,76.47 %RH
2018/12/06 05:45:54,18.90 C,1014.44 hPA,76.46 %RH
2018/12/06 05:45:55,18.90 C,1014.43 hPA,76.47 %RH
2018/12/06 05:45:56,18.90 C,1014.44 hPA,76.49 %RH
2018/12/06 05:45:57,18.90 C,1014.44 hPA,76.48 %RH
2018/12/06 05:45:58,18.90 C,1014.43 hPA,76.49 %RH
2018/12/06 05:45:59,18.90 C,1014.43 hPA,76.48 %RH
2018/12/06 05:46:00,18.90 C,1014.44 hPA,76.50 %RH
2018/12/06 05:46:01,18.90 C,1014.43 hPA,76.51 %RH
2018/12/06 05:46:02,18.90 C,1014.43 hPA,76.52 %RH
2018/12/06 05:46:03,18.90 C,1014.43 hPA,76.51 %RH
2018/12/06 05:46:04,18.90 C,1014.43 hPA,76.53 %RH
2018/12/06 05:46:05,18.90 C,1014.43 hPA,76.53 %RH
2018/12/06 05:46:06,18.90 C,1014.43 hPA,76.54 %RH
2018/12/06 05:46:07,18.90 C,1014.42 hPA,76.53 %RH
2018/12/06 05:46:08,18.90 C,1014.42 hPA,76.53 %RH
2018/12/06 05:46:09,18.90 C,1014.42 hPA,76.55 %RH
2018/12/06 05:46:10,18.90 C,1014.43 hPA,76.55 %RH
2018/12/06 05:46:11,18.90 C,1014.42 hPA,76.57 %RH
2018/12/06 05:46:12,18.90 C,1014.43 hPA,76.56 %RH
2018/12/06 05:46:13,18.90 C,1014.43 hPA,76.55 %RH
2018/12/06 05:46:14,18.90 C,1014.43 hPA,76.56 %RH
2018/12/06 05:46:15,18.90 C,1014.44 hPA,76.57 %RH
2018/12/06 05:46:17,18.90 C,1014.44 hPA,76.56 %RH
2018/12/06 05:46:18,18.90 C,1014.44 hPA,76.57 %RH
2018/12/06 05:46:19,18.90 C,1014.45 hPA,76.56 %RH
2018/12/06 05:46:20,18.90 C,1014.44 hPA,76.56 %RH
2018/12/06 05:46:21,18.90 C,1014.44 hPA,76.56 %RH
2018/12/06 05:46:22,18.90 C,1014.42 hPA,76.55 %RH
2018/12/06 05:46:23,18.90 C,1014.43 hPA,76.56 %RH
2018/12/06 05:46:24,18.90 C,1014.43 hPA,76.55 %RH
2018/12/06 05:46:25,18.90 C,1014.43 hPA,76.53 %RH
2018/12/06 05:46:26,18.90 C,1014.43 hPA,76.54 %RH
2018/12/06 05:46:27,18.90 C,1014.42 hPA,76.54 %RH
2018/12/06 05:46:28,18.90 C,1014.43 hPA,76.54 %RH
2018/12/06 05:46:29,18.90 C,1014.43 hPA,76.53 %RH
2018/12/06 05:46:30,18.90 C,1014.43 hPA,76.51 %RH
2018/12/06 05:46:31,18.90 C,1014.43 hPA,76.53 %RH
2018/12/06 05:46:32,18.90 C,1014.42 hPA,76.54 %RH
2018/12/06 05:46:33,18.90 C,1014.43 hPA,76.53 %RH
2018/12/06 05:46:34,18.90 C,1014.42 hPA,76.56 %RH
2018/12/06 05:46:35,18.90 C,1014.42 hPA,76.54 %RH
2018/12/06 05:46:36,18.90 C,1014.42 hPA,76.55 %RH
2018/12/06 05:46:37,18.90 C,1014.42 hPA,76.55 %RH
2018/12/06 05:46:38,18.90 C,1014.43 hPA,76.56 %RH
2018/12/06 05:46:39,18.90 C,1014.43 hPA,76.55 %RH
2018/12/06 05:46:40,18.90 C,1014.43 hPA,76.58 %RH
2018/12/06 05:46:42,18.90 C,1014.42 hPA,76.57 %RH
2018/12/06 05:46:43,18.90 C,1014.41 hPA,76.59 %RH
2018/12/06 05:46:44,18.90 C,1014.42 hPA,76.59 %RH
2018/12/06 05:46:45,18.90 C,1014.42 hPA,76.59 %RH
2018/12/06 05:46:46,18.90 C,1014.42 hPA,76.59 %RH
2018/12/06 05:46:47,18.90 C,1014.42 hPA,76.59 %RH
2018/12/06 05:46:48,18.90 C,1014.42 hPA,76.61 %RH
2018/12/06 05:46:49,18.90 C,1014.41 hPA,76.59 %RH
2018/12/06 05:46:50,18.90 C,1014.41 hPA,76.61 %RH
2018/12/06 05:46:51,18.90 C,1014.41 hPA,76.60 %RH
2018/12/06 05:46:52,18.90 C,1014.42 hPA,76.61 %RH
2018/12/06 05:46:53,18.90 C,1014.42 hPA,76.59 %RH
2018/12/06 05:46:54,18.90 C,1014.42 hPA,76.60 %RH
2018/12/06 05:46:55,18.90 C,1014.43 hPA,76.61 %RH
2018/12/06 05:46:56,18.90 C,1014.43 hPA,76.60 %RH
2018/12/06 05:46:57,18.90 C,1014.43 hPA,76.61 %RH
2018/12/06 05:46:58,18.90 C,1014.43 hPA,76.59 %RH
2018/12/06 05:46:59,18.90 C,1014.43 hPA,76.60 %RH
2018/12/06 05:47:00,18.90 C,1014.43 hPA,76.61 %RH
2018/12/06 05:47:01,18.90 C,1014.43 hPA,76.59 %RH
2018/12/06 05:47:02,18.90 C,1014.43 hPA,76.60 %RH
2018/12/06 05:47:03,18.90 C,1014.44 hPA,76.59 %RH
2018/12/06 05:47:04,18.90 C,1014.44 hPA,76.58 %RH
2018/12/06 05:47:05,18.90 C,1014.44 hPA,76.58 %RH
2018/12/06 05:47:07,18.90 C,1014.43 hPA,76.56 %RH
2018/12/06 05:47:08,18.90 C,1014.43 hPA,76.55 %RH
2018/12/06 05:47:09,18.90 C,1014.43 hPA,76.55 %RH
2018/12/06 05:47:10,18.90 C,1014.43 hPA,76.55 %RH
2018/12/06 05:47:11,18.90 C,1014.43 hPA,76.53 %RH
2018/12/06 05:47:12,18.90 C,1014.42 hPA,76.51 %RH
2018/12/06 05:47:13,18.90 C,1014.42 hPA,76.53 %RH
2018/12/06 05:47:14,18.90 C,1014.42 hPA,76.53 %RH
2018/12/06 05:47:15,18.90 C,1014.42 hPA,76.53 %RH
2018/12/06 05:47:16,18.90 C,1014.42 hPA,76.52 %RH
2018/12/06 05:47:17,18.90 C,1014.43 hPA,76.51 %RH
2018/12/06 05:47:18,18.90 C,1014.43 hPA,76.52 %RH
2018/12/06 05:47:19,18.90 C,1014.43 hPA,76.51 %RH
2018/12/06 05:47:20,18.90 C,1014.42 hPA,76.51 %RH
2018/12/06 05:47:21,18.90 C,1014.43 hPA,76.51 %RH
2018/12/06 05:47:22,18.90 C,1014.43 hPA,76.53 %RH
2018/12/06 05:47:23,18.90 C,1014.43 hPA,76.52 %RH
2018/12/06 05:47:24,18.91 C,1014.42 hPA,76.53 %RH
2018/12/06 05:47:25,18.91 C,1014.42 hPA,76.53 %RH
2018/12/06 05:47:26,18.91 C,1014.42 hPA,76.54 %RH
2018/12/06 05:47:27,18.91 C,1014.42 hPA,76.55 %RH
2018/12/06 05:47:28,18.91 C,1014.42 hPA,76.54 %RH
2018/12/06 05:47:29,18.91 C,1014.42 hPA,76.56 %RH
2018/12/06 05:47:30,18.91 C,1014.42 hPA,76.56 %RH
2018/12/06 05:47:31,18.90 C,1014.43 hPA,76.56 %RH
2018/12/06 05:47:33,18.90 C,1014.42 hPA,76.57 %RH
2018/12/06 05:47:34,18.90 C,1014.42 hPA,76.56 %RH
2018/12/06 05:47:35,18.91 C,1014.42 hPA,76.56 %RH
2018/12/06 05:47:36,18.91 C,1014.42 hPA,76.57 %RH
2018/12/06 05:47:37,18.91 C,1014.42 hPA,76.58 %RH
2018/12/06 05:47:38,18.91 C,1014.42 hPA,76.58 %RH
2018/12/06 05:47:39,18.91 C,1014.41 hPA,76.59 %RH
2018/12/06 05:47:40,18.91 C,1014.41 hPA,76.59 %RH
2018/12/06 05:47:41,18.91 C,1014.41 hPA,76.59 %RH
2018/12/06 05:47:42,18.91 C,1014.41 hPA,76.59 %RH
2018/12/06 05:47:43,18.90 C,1014.42 hPA,76.60 %RH
2018/12/06 05:47:44,18.90 C,1014.42 hPA,76.59 %RH
2018/12/06 05:47:45,18.91 C,1014.42 hPA,76.60 %RH
2018/12/06 05:47:46,18.90 C,1014.41 hPA,76.61 %RH
2018/12/06 05:47:47,18.91 C,1014.41 hPA,76.60 %RH
2018/12/06 05:47:48,18.91 C,1014.41 hPA,76.61 %RH
2018/12/06 05:47:49,18.91 C,1014.42 hPA,76.62 %RH
2018/12/06 05:47:50,18.91 C,1014.42 hPA,76.59 %RH
2018/12/06 05:47:51,18.90 C,1014.41 hPA,76.60 %RH
2018/12/06 05:47:52,18.90 C,1014.42 hPA,76.58 %RH
2018/12/06 05:47:53,18.90 C,1014.42 hPA,76.59 %RH
2018/12/06 05:47:54,18.90 C,1014.42 hPA,76.60 %RH
2018/12/06 05:47:55,18.90 C,1014.43 hPA,76.59 %RH
2018/12/06 05:47:56,18.90 C,1014.43 hPA,76.61 %RH
2018/12/06 05:47:58,18.90 C,1014.43 hPA,76.59 %RH
2018/12/06 05:47:59,18.90 C,1014.42 hPA,76.60 %RH
2018/12/06 05:48:00,18.90 C,1014.42 hPA,76.60 %RH
2018/12/06 05:48:01,18.90 C,1014.43 hPA,76.61 %RH
2018/12/06 05:48:02,18.91 C,1014.43 hPA,76.61 %RH
2018/12/06 05:48:03,18.91 C,1014.43 hPA,76.62 %RH
2018/12/06 05:48:04,18.91 C,1014.43 hPA,76.61 %RH
2018/12/06 05:48:05,18.90 C,1014.42 hPA,76.60 %RH
