time,temp_in,press_in,hum_in,time_measured,temp_out,press_out,hum_out,time_diff,temp_diff,press_diff,hum_diff,power,cost_window,cost_predict
2019/01/04 21:00:50,16.65,1041.71,58.483,2019/01/04 20:20:00,1.62,1041,74,0:40:50,15.03,0.71,-15.517,1908.81,0.03,5.31
2019/01/04 21:01:10,16.65,1041.73,58.359,2019/01/04 20:20:00,1.62,1041,74,0:41:10,15.03,0.73,-15.641,1908.81,0.023,5.31
2019/01/04 21:01:26,16.65,1041.73,58.273,2019/01/04 20:20:00,1.62,1041,74,0:41:26,15.03,0.73,-15.727,1908.81,0.023,5.31
2019/01/04 21:01:42,16.65,1041.72,58.372,2019/01/04 20:20:00,1.62,1041,74,0:41:42,15.03,0.72,-15.628,1908.81,0.023,5.31
2019/01/04 21:01:57,16.65,1041.71,58.49,2019/01/04 20:20:00,1.62,1041,74,0:41:57,15.03,0.71,-15.51,1908.81,0.023,5.31
2019/01/04 21:02:13,16.65,1041.71,58.496,2019/01/04 20:20:00,1.62,1041,74,0:42:13,15.03,0.71,-15.504,1908.81,0.023,5.31
2019/01/04 21:02:29,16.66,1041.7,58.509,2019/01/04 20:20:00,1.62,1041,74,0:42:29,15.04,0.7,-15.491,1910.08,0.023,5.31
2019/01/04 21:02:44,16.66,1041.69,58.509,2019/01/04 20:20:00,1.62,1041,74,0:42:44,15.04,0.69,-15.491,1910.08,0.023,5.31
2019/01/04 21:03:00,16.66,1041.69,58.359,2019/01/04 20:20:00,1.62,1041,74,0:43:00,15.04,0.69,-15.641,1910.08,0.023,5.31
2019/01/04 21:03:15,16.66,1041.69,58.286,2019/01/04 20:20:00,1.62,1041,74,0:43:15,15.04,0.69,-15.714,1910.08,0.023,5.31
2019/01/04 21:03:31,16.67,1041.69,58.323,2019/01/04 20:20:00,1.62,1041,74,0:43:31,15.05,0.69,-15.677,1911.35,0.027,5.31
2019/01/04 21:03:50,16.67,1041.69,58.329,2019/01/04 20:20:00,1.62,1041,74,0:43:50,15.05,0.69,-15.671,1911.35,0.023,5.31
2019/01/04 21:04:05,16.67,1041.72,58.37,2019/01/04 20:20:00,1.62,1041,74,0:44:05,15.05,0.72,-15.63,1911.35,0.023,5.31
2019/01/04 21:04:21,16.67,1041.7,58.355,2019/01/04 20:50:00,1.71,1041,74,0:14:21,14.96,0.7,-15.645,1899.92,0.023,5.3
2019/01/04 21:04:37,16.67,1041.7,58.31,2019/01/04 20:20:00,1.62,1041,74,0:44:37,15.05,0.7,-15.69,1911.35,0.023,5.3
2019/01/04 21:04:52,16.67,1041.71,58.243,2019/01/04 20:50:00,1.71,1041,74,0:14:52,14.96,0.71,-15.757,1899.92,0.023,5.3
2019/01/04 21:05:08,16.67,1041.71,58.31,2019/01/04 20:20:00,1.62,1041,74,0:45:08,15.05,0.71,-15.69,1911.35,0.023,5.3
2019/01/04 21:05:24,16.67,1041.71,58.361,2019/01/04 20:20:00,1.62,1041,74,0:45:24,15.05,0.71,-15.639,1911.35,0.023,5.31
2019/01/04 21:05:39,16.67,1041.71,58.376,2019/01/04 20:20:00,1.62,1041,74,0:45:39,15.05,0.71,-15.624,1911.35,0.023,5.31
2019/01/04 21:05:55,16.67,1041.71,58.409,2019/01/04 20:50:00,1.71,1041,74,0:15:55,14.96,0.71,-15.591,1899.92,0.023,5.3
2019/01/04 21:06:10,16.68,1041.71,58.415,2019/01/04 20:20:00,1.62,1041,74,0:46:10,15.06,0.71,-15.585,1912.62,0.023,5.3
2019/01/04 21:06:26,16.68,1041.71,58.31,2019/01/04 20:20:00,1.62,1041,74,0:46:26,15.06,0.71,-15.69,1912.62,0.023,5.32
2019/01/04 21:06:42,16.68,1041.71,58.336,2019/01/04 20:20:00,1.62,1041,74,0:46:42,15.06,0.71,-15.664,1912.62,0.023,5.32
2019/01/04 21:06:57,16.68,1041.7,58.383,2019/01/04 20:20:00,1.62,1041,74,0:46:57,15.06,0.7,-15.617,1912.62,0.023,5.32
2019/01/04 21:07:13,16.68,1041.69,58.383,2019/01/04 20:20:00,1.62,1041,74,0:47:13,15.06,0.69,-15.617,1912.62,0.023,5.32
2019/01/04 21:07:28,16.69,1041.72,58.452,2019/01/04 20:20:00,1.62,1041,74,0:47:28,15.07,0.72,-15.548,1913.89,0.023,5.32
2019/01/04 21:07:44,16.69,1041.72,58.392,2019/01/04 20:20:00,1.62,1041,74,0:47:44,15.07,0.72,-15.608,1913.89,0.023,5.32
2019/01/04 21:08:00,16.69,1041.72,58.353,2019/01/04 20:50:00,1.7,1041,74,0:18:00,14.99,0.72,-15.647,1903.73,0.023,5.31
2019/01/04 21:08:15,16.69,1041.72,58.366,2019/01/04 20:50:00,1.71,1041,74,0:18:15,14.98,0.72,-15.634,1902.46,0.023,5.29
2019/01/04 21:08:31,16.7,1041.71,58.384,2019/01/04 20:50:00,1.71,1041,74,0:18:31,14.99,0.71,-15.616,1903.73,0.027,5.29
2019/01/04 21:08:50,16.7,1041.71,58.621,2019/01/04 20:20:00,1.62,1041,74,0:48:50,15.08,0.71,-15.379,1915.16,0.023,5.31
2019/01/04 21:09:05,16.71,1041.72,58.595,2019/01/04 20:20:00,1.62,1041,74,0:49:05,15.09,0.72,-15.405,1916.43,0.023,5.33
2019/01/04 21:09:21,16.71,1041.71,58.253,2019/01/04 20:50:00,1.71,1041,74,0:19:21,15.0,0.71,-15.747,1905.0,0.023,5.31
2019/01/04 21:09:37,16.72,1041.7,58.303,2019/01/04 20:50:00,1.7,1041,74,0:19:37,15.02,0.7,-15.697,1907.54,0.023,5.3
2019/01/04 21:09:52,16.72,1041.69,58.677,2019/01/04 20:20:00,1.62,1041,74,0:49:52,15.1,0.69,-15.323,1917.7,0.023,5.32
2019/01/04 21:10:08,16.72,1041.68,59.048,2019/01/04 20:20:00,1.62,1041,74,0:50:08,15.1,0.68,-14.952,1917.7,0.023,5.33
2019/01/04 21:10:24,16.72,1041.68,59.192,2019/01/04 20:50:00,1.7,1041,74,0:20:24,15.02,0.68,-14.808,1907.54,0.023,5.32
2019/01/04 21:10:39,16.72,1041.68,58.968,2019/01/04 20:50:00,1.7,1041,74,0:20:39,15.02,0.68,-15.032,1907.54,0.023,5.3
2019/01/04 21:10:55,16.72,1041.68,59.0,2019/01/04 20:50:00,1.7,1041,74,0:20:55,15.02,0.68,-15.0,1907.54,0.023,5.3
2019/01/04 21:11:10,16.71,1041.69,59.017,2019/01/04 20:50:00,1.7,1041,74,0:21:10,15.01,0.69,-14.983,1906.27,0.023,5.3
2019/01/04 21:11:26,16.71,1041.7,59.056,2019/01/04 20:50:00,1.71,1041,74,0:21:26,15.0,0.7,-14.944,1905.0,0.023,5.3
2019/01/04 21:11:42,16.71,1041.7,58.998,2019/01/04 20:50:00,1.71,1041,74,0:21:42,15.0,0.7,-15.002,1905.0,0.023,5.3
2019/01/04 21:11:57,16.7,1041.68,58.845,2019/01/04 20:50:00,1.71,1041,74,0:21:57,14.99,0.68,-15.155,1903.73,0.023,5.29
2019/01/04 21:12:13,16.7,1041.68,58.845,2019/01/04 20:50:00,1.7,1041,74,0:22:13,15.0,0.68,-15.155,1905.0,0.023,5.29
2019/01/04 21:12:28,16.7,1041.69,58.864,2019/01/04 20:50:00,1.7,1041,74,0:22:28,15.0,0.69,-15.136,1905.0,0.023,5.3
2019/01/04 21:12:44,16.7,1041.68,58.793,2019/01/04 20:50:00,1.71,1041,74,0:22:44,14.99,0.68,-15.207,1903.73,0.023,5.29
2019/01/04 21:13:00,16.7,1041.67,58.786,2019/01/04 20:50:00,1.7,1041,74,0:23:00,15.0,0.67,-15.214,1905.0,0.023,5.29
2019/01/04 21:13:15,16.71,1041.68,58.72,2019/01/04 20:50:00,1.7,1041,74,0:23:15,15.01,0.68,-15.28,1906.27,0.023,5.3
2019/01/04 21:13:31,16.71,1041.67,58.694,2019/01/04 20:50:00,1.7,1041,74,0:23:31,15.01,0.67,-15.306,1906.27,0.028,5.3
2019/01/04 21:13:50,16.71,1041.66,58.687,2019/01/04 20:50:00,1.7,1041,74,0:23:50,15.01,0.66,-15.313,1906.27,0.03,5.3
2019/01/04 21:14:11,16.72,1041.64,58.77,2019/01/04 20:50:00,1.7,1041,74,0:24:11,15.02,0.64,-15.23,1907.54,0.023,5.3
2019/01/04 21:14:26,16.72,1041.62,58.718,2019/01/04 20:50:00,1.7,1041,74,0:24:26,15.02,0.62,-15.282,1907.54,0.023,5.3
2019/01/04 21:14:42,16.73,1041.67,58.658,2019/01/04 20:50:00,1.7,1041,74,0:24:42,15.03,0.67,-15.342,1908.81,0.023,5.3
2019/01/04 21:14:58,16.73,1041.66,58.613,2019/01/04 20:50:00,1.7,1041,74,0:24:58,15.03,0.66,-15.387,1908.81,0.023,5.31
2019/01/04 21:15:13,16.73,1041.65,58.507,2019/01/04 20:50:00,1.7,1041,74,0:25:13,15.03,0.65,-15.493,1908.81,0.023,5.31
2019/01/04 21:15:29,16.74,1041.63,58.538,2019/01/04 20:50:00,1.7,1041,74,0:25:29,15.04,0.63,-15.462,1910.08,0.023,5.31
2019/01/04 21:15:44,16.74,1041.65,58.57,2019/01/04 20:50:00,1.7,1041,74,0:25:44,15.04,0.65,-15.43,1910.08,0.023,5.31
2019/01/04 21:16:01,16.75,1041.64,58.411,2019/01/04 20:50:00,1.7,1041,74,0:26:01,15.05,0.64,-15.589,1911.35,0.023,5.31
2019/01/04 21:16:16,16.75,1041.63,58.392,2019/01/04 20:50:00,1.7,1041,74,0:26:16,15.05,0.63,-15.608,1911.35,0.023,5.31
2019/01/04 21:16:32,16.75,1041.63,58.417,2019/01/04 20:50:00,1.7,1041,74,0:26:32,15.05,0.63,-15.583,1911.35,0.026,5.31
2019/01/04 21:16:50,16.76,1041.64,58.515,2019/01/04 20:50:00,1.7,1041,74,0:26:50,15.06,0.64,-15.485,1912.62,0.023,5.32
2019/01/04 21:17:05,16.77,1041.63,58.482,2019/01/04 20:50:00,1.7,1041,74,0:27:05,15.07,0.63,-15.518,1913.89,0.023,5.32
2019/01/04 21:17:21,16.77,1041.62,58.371,2019/01/04 20:50:00,1.7,1041,74,0:27:21,15.07,0.62,-15.629,1913.89,0.023,5.32
2019/01/04 21:17:37,16.77,1041.61,58.384,2019/01/04 20:50:00,1.7,1041,74,0:27:37,15.07,0.61,-15.616,1913.89,0.023,5.32
2019/01/04 21:17:53,16.78,1041.61,58.421,2019/01/04 20:50:00,1.7,1041,74,0:27:53,15.08,0.61,-15.579,1915.16,0.023,5.32
2019/01/04 21:18:08,16.78,1041.63,58.367,2019/01/04 20:50:00,1.7,1041,74,0:28:08,15.08,0.63,-15.633,1915.16,0.023,5.32
2019/01/04 21:18:24,16.78,1041.62,58.367,2019/01/04 20:50:00,1.7,1041,74,0:28:24,15.08,0.62,-15.633,1915.16,0.023,5.32
2019/01/04 21:18:40,16.79,1041.62,58.328,2019/01/04 20:50:00,1.7,1041,74,0:28:40,15.09,0.62,-15.672,1916.43,0.023,5.33
2019/01/04 21:18:55,16.79,1041.63,58.261,2019/01/04 20:50:00,1.7,1041,74,0:28:55,15.09,0.63,-15.739,1916.43,0.023,5.33
2019/01/04 21:19:11,16.79,1041.62,58.242,2019/01/04 20:50:00,1.7,1041,74,0:29:11,15.09,0.62,-15.758,1916.43,0.023,5.33
2019/01/04 21:19:26,16.79,1041.63,58.216,2019/01/04 20:50:00,1.7,1041,74,0:29:26,15.09,0.63,-15.784,1916.43,0.023,5.33
2019/01/04 21:19:42,16.8,1041.63,58.218,2019/01/04 20:50:00,1.7,1041,74,0:29:42,15.1,0.63,-15.782,1917.7,0.023,5.33
2019/01/04 21:19:58,16.8,1041.63,58.192,2019/01/04 20:50:00,1.7,1041,74,0:29:58,15.1,0.63,-15.808,1917.7,0.023,5.33
2019/01/04 21:20:13,16.8,1041.65,58.144,2019/01/04 20:50:00,1.7,1041,74,0:30:13,15.1,0.65,-15.856,1917.7,0.023,5.33
2019/01/04 21:20:29,16.8,1041.66,58.185,2019/01/04 20:50:00,1.7,1041,74,0:30:29,15.1,0.66,-15.815,1917.7,0.03,5.33
2019/01/04 21:20:50,16.81,1041.64,58.17,2019/01/04 20:50:00,1.7,1041,74,0:30:50,15.11,0.64,-15.83,1918.97,0.023,5.33
2019/01/04 21:21:05,16.81,1041.64,58.129,2019/01/04 20:50:00,1.7,1041,74,0:31:05,15.11,0.64,-15.871,1918.97,0.023,5.33
2019/01/04 21:21:21,16.81,1041.63,58.144,2019/01/04 20:50:00,1.7,1041,74,0:31:21,15.11,0.63,-15.856,1918.97,0.023,5.33
2019/01/04 21:21:36,16.82,1041.62,58.208,2019/01/04 20:50:00,1.7,1041,74,0:31:36,15.12,0.62,-15.792,1920.24,0.023,5.34
2019/01/04 21:21:52,16.82,1041.64,58.215,2019/01/04 20:50:00,1.7,1041,74,0:31:52,15.12,0.64,-15.785,1920.24,0.023,5.34
2019/01/04 21:22:07,16.82,1041.64,58.221,2019/01/04 20:50:00,1.7,1041,74,0:32:07,15.12,0.64,-15.779,1920.24,0.023,5.34
2019/01/04 21:22:23,16.82,1041.63,58.228,2019/01/04 20:50:00,1.7,1041,74,0:32:23,15.12,0.63,-15.772,1920.24,0.023,5.34
2019/01/04 21:22:39,16.83,1041.63,58.213,2019/01/04 20:50:00,1.7,1041,74,0:32:39,15.13,0.63,-15.787,1921.51,0.023,5.34
2019/01/04 21:22:54,16.83,1041.61,58.181,2019/01/04 20:50:00,1.7,1041,74,0:32:54,15.13,0.61,-15.819,1921.51,0.023,5.34
2019/01/04 21:23:10,16.83,1041.6,58.035,2019/01/04 20:50:00,1.7,1041,74,0:33:10,15.13,0.6,-15.965,1921.51,0.023,5.34
2019/01/04 21:23:26,16.84,1041.6,58.035,2019/01/04 20:50:00,1.7,1041,74,0:33:26,15.14,0.6,-15.965,1922.78,0.03,5.34
2019/01/04 21:23:46,16.84,1041.61,58.108,2019/01/04 20:50:00,1.7,1041,74,0:33:46,15.14,0.61,-15.892,1922.78,0.023,5.35
2019/01/04 21:24:02,16.84,1041.6,58.108,2019/01/04 20:50:00,1.7,1041,74,0:34:02,15.14,0.6,-15.892,1922.78,0.023,5.35
2019/01/04 21:24:18,16.85,1041.6,58.113,2019/01/04 20:50:00,1.7,1041,74,0:34:18,15.15,0.6,-15.887,1924.05,0.023,5.35
2019/01/04 21:24:33,16.85,1041.59,58.145,2019/01/04 20:50:00,1.7,1041,74,0:34:33,15.15,0.59,-15.855,1924.05,0.024,5.35
2019/01/04 21:24:49,16.85,1041.58,58.126,2019/01/04 20:50:00,1.7,1041,74,0:34:49,15.15,0.58,-15.874,1924.05,0.023,5.35
2019/01/04 21:25:05,16.86,1041.62,58.145,2019/01/04 20:50:00,1.7,1041,74,0:35:05,15.16,0.62,-15.855,1925.32,0.023,5.35
2019/01/04 21:25:21,16.86,1041.62,58.113,2019/01/04 20:50:00,1.7,1041,74,0:35:21,15.16,0.62,-15.887,1925.32,0.023,5.35
2019/01/04 21:25:36,16.86,1041.61,57.41,2019/01/04 20:50:00,1.7,1041,74,0:35:36,15.16,0.61,-16.59,1925.32,0.023,5.35
2019/01/04 21:25:52,16.83,1041.58,55.568,2019/01/04 20:50:00,1.7,1041,74,0:35:52,15.13,0.58,-18.432,1921.51,0.023,5.35
2019/01/04 21:26:08,16.77,1041.58,53.388,2019/01/04 20:50:00,1.7,1041,74,0:36:08,15.07,0.58,-20.612,1913.89,0.023,5.33
2019/01/04 21:26:23,16.72,1041.54,53.574,2019/01/04 20:50:00,1.7,1041,74,0:36:23,15.02,0.54,-20.426,1907.54,0.023,5.31
2019/01/04 21:26:39,16.69,1041.56,55.143,2019/01/04 20:50:00,1.7,1041,74,0:36:39,14.99,0.56,-18.857,1903.73,0.023,5.3
2019/01/04 21:26:54,16.67,1041.55,56.256,2019/01/04 20:50:00,1.7,1041,74,0:36:54,14.97,0.55,-17.744,1901.19,0.023,5.29
2019/01/04 21:27:10,16.67,1041.54,57.031,2019/01/04 20:50:00,1.7,1041,74,0:37:10,14.97,0.54,-16.969,1901.19,0.023,5.29
2019/01/04 21:27:26,16.67,1041.55,57.523,2019/01/04 20:50:00,1.7,1041,74,0:37:26,14.97,0.55,-16.477,1901.19,0.023,5.29
2019/01/04 21:27:42,16.67,1041.54,57.943,2019/01/04 20:50:00,1.7,1041,74,0:37:42,14.97,0.54,-16.057,1901.19,0.023,5.29
2019/01/04 21:27:57,16.68,1041.52,58.007,2019/01/04 20:50:00,1.7,1041,74,0:37:57,14.98,0.52,-15.993,1902.46,0.023,5.29
2019/01/04 21:28:13,16.69,1041.53,58.124,2019/01/04 20:50:00,1.7,1041,74,0:38:13,14.99,0.53,-15.876,1903.73,0.023,5.29
2019/01/04 21:28:29,16.7,1041.51,58.247,2019/01/04 20:50:00,1.7,1041,74,0:38:29,15.0,0.51,-15.753,1905.0,0.023,5.29
2019/01/04 21:28:44,16.72,1041.52,58.277,2019/01/04 20:50:00,1.7,1041,74,0:38:44,15.02,0.52,-15.723,1907.54,0.024,5.3
2019/01/04 21:29:01,16.73,1041.55,58.268,2019/01/04 20:50:00,1.7,1041,74,0:39:01,15.03,0.55,-15.732,1908.81,0.023,5.3
2019/01/04 21:29:16,16.74,1041.53,58.222,2019/01/04 20:50:00,1.7,1041,74,0:39:16,15.04,0.53,-15.778,1910.08,0.023,5.31
2019/01/04 21:29:32,16.75,1041.54,58.175,2019/01/04 20:50:00,1.7,1041,74,0:39:32,15.05,0.54,-15.825,1911.35,0.023,5.31
2019/01/04 21:29:48,16.76,1041.52,58.008,2019/01/04 20:50:00,1.7,1041,74,0:39:48,15.06,0.52,-15.992,1912.62,0.023,5.32
2019/01/04 21:30:03,16.77,1041.54,58.008,2019/01/04 20:50:00,1.7,1041,74,0:40:03,15.07,0.54,-15.992,1913.89,0.023,5.32
2019/01/04 21:30:19,16.78,1041.52,58.064,2019/01/04 20:50:00,1.7,1041,74,0:40:19,15.08,0.52,-15.936,1915.16,0.023,5.32
2019/01/04 21:30:35,16.78,1041.54,58.038,2019/01/04 20:50:00,1.7,1041,74,0:40:35,15.08,0.54,-15.962,1915.16,0.023,5.32
2019/01/04 21:30:50,16.79,1041.52,58.064,2019/01/04 20:50:00,1.7,1041,74,0:40:50,15.09,0.52,-15.936,1916.43,0.023,5.33
2019/01/04 21:31:06,16.8,1041.51,58.172,2019/01/04 20:50:00,1.7,1041,74,0:41:06,15.1,0.51,-15.828,1917.7,0.023,5.33
2019/01/04 21:31:22,16.81,1041.52,58.084,2019/01/04 20:50:00,1.7,1041,74,0:41:22,15.11,0.52,-15.916,1918.97,0.023,5.33
2019/01/04 21:31:37,16.81,1041.52,58.064,2019/01/04 20:50:00,1.7,1041,74,0:41:37,15.11,0.52,-15.936,1918.97,0.023,5.33
2019/01/04 21:31:53,16.82,1041.53,58.09,2019/01/04 20:50:00,1.7,1041,74,0:41:53,15.12,0.53,-15.91,1920.24,0.023,5.34
2019/01/04 21:32:08,16.82,1041.52,57.899,2019/01/04 20:50:00,1.7,1041,74,0:42:08,15.12,0.52,-16.101,1920.24,0.023,5.34
2019/01/04 21:32:24,16.83,1041.51,57.812,2019/01/04 20:50:00,1.7,1041,74,0:42:24,15.13,0.51,-16.188,1921.51,0.023,5.34
2019/01/04 21:32:40,16.83,1041.5,57.859,2019/01/04 20:50:00,1.7,1041,74,0:42:40,15.13,0.5,-16.141,1921.51,0.023,5.34
2019/01/04 21:32:55,16.84,1041.52,57.739,2019/01/04 20:50:00,1.7,1041,74,0:42:55,15.14,0.52,-16.261,1922.78,0.023,5.34
2019/01/04 21:33:11,16.84,1041.52,57.806,2019/01/04 20:50:00,1.7,1041,74,0:43:11,15.14,0.52,-16.194,1922.78,0.023,5.35
2019/01/04 21:33:26,16.85,1041.52,57.823,2019/01/04 21:20:00,2.12,1041,74,0:13:26,14.73,0.52,-16.177,1870.71,0.03,5.27
2019/01/04 21:33:47,16.85,1041.51,57.785,2019/01/04 21:20:00,2.12,1041,74,0:13:47,14.73,0.51,-16.215,1870.71,0.022,5.2
2019/01/04 21:34:03,16.86,1041.55,57.77,2019/01/04 21:20:00,2.12,1041,74,0:14:03,14.74,0.55,-16.23,1871.98,0.023,5.2
2019/01/04 21:34:19,16.79,1041.51,54.272,2019/01/04 20:50:00,1.7,1041,74,0:44:19,15.09,0.51,-19.728,1916.43,0.022,5.27
2019/01/04 21:34:35,16.73,1041.52,53.132,2019/01/04 20:50:00,1.7,1041,74,0:44:35,15.03,0.52,-20.868,1908.81,0.023,5.32
2019/01/04 21:34:50,16.68,1041.49,54.289,2019/01/04 21:20:00,2.12,1041,74,0:14:50,14.56,0.49,-19.711,1849.12,0.032,5.22
2019/01/04 21:35:13,16.66,1041.5,56.213,2019/01/04 21:20:00,2.12,1041,74,0:15:13,14.54,0.5,-17.787,1846.58,0.022,5.14
2019/01/04 21:35:28,16.64,1041.49,56.178,2019/01/04 20:50:00,1.7,1041,74,0:45:28,14.94,0.49,-17.822,1897.38,0.022,5.2
2019/01/04 21:35:44,16.64,1041.5,56.459,2019/01/04 20:50:00,1.7,1041,74,0:45:44,14.94,0.5,-17.541,1897.38,0.023,5.27
2019/01/04 21:35:59,16.64,1041.49,57.083,2019/01/04 21:20:00,2.12,1041,74,0:15:59,14.52,0.49,-16.917,1844.04,0.022,5.2
2019/01/04 21:36:15,16.65,1041.5,57.439,2019/01/04 21:20:00,2.12,1041,74,0:16:15,14.53,0.5,-16.561,1845.31,0.022,5.13
2019/01/04 21:36:31,16.67,1041.48,57.666,2019/01/04 20:50:00,1.7,1041,74,0:46:31,14.97,0.48,-16.334,1901.19,0.028,5.21
2019/01/04 21:36:50,16.68,1041.49,57.705,2019/01/04 21:20:00,2.12,1041,74,0:16:50,14.56,0.49,-16.295,1849.12,0.022,5.21
2019/01/04 21:37:06,16.69,1041.5,57.84,2019/01/04 21:20:00,2.12,1041,74,0:17:06,14.57,0.5,-16.16,1850.39,0.022,5.14
2019/01/04 21:37:21,16.71,1041.51,57.912,2019/01/04 21:20:00,2.12,1041,74,0:17:21,14.59,0.51,-16.088,1852.93,0.022,5.15
2019/01/04 21:37:37,16.72,1041.48,57.987,2019/01/04 21:20:00,2.12,1041,74,0:17:37,14.6,0.48,-16.013,1854.2,0.022,5.15
2019/01/04 21:37:53,16.74,1041.52,57.938,2019/01/04 21:20:00,2.12,1041,74,0:17:53,14.62,0.52,-16.062,1856.74,0.022,5.16
2019/01/04 21:38:08,16.75,1041.53,57.82,2019/01/04 21:20:00,2.12,1041,74,0:18:08,14.63,0.53,-16.18,1858.01,0.022,5.16
2019/01/04 21:38:24,16.76,1041.51,57.692,2019/01/04 21:20:00,2.12,1041,74,0:18:24,14.64,0.51,-16.308,1859.28,0.022,5.17
2019/01/04 21:38:39,16.77,1041.52,57.615,2019/01/04 21:20:00,1.49,1041,74,0:18:39,15.28,0.52,-16.385,1940.56,0.023,5.28
2019/01/04 21:38:55,16.78,1041.5,57.704,2019/01/04 21:20:00,2.12,1041,74,0:18:55,14.66,0.5,-16.296,1861.82,0.023,5.29
2019/01/04 21:39:11,16.79,1041.51,57.783,2019/01/04 21:20:00,2.12,1041,74,0:19:11,14.67,0.51,-16.217,1863.09,0.022,5.18
2019/01/04 21:39:26,16.8,1041.49,57.831,2019/01/04 21:20:00,2.12,1041,74,0:19:26,14.68,0.49,-16.169,1864.36,0.024,5.18
2019/01/04 21:39:43,16.81,1041.51,57.788,2019/01/04 21:20:00,2.12,1041,74,0:19:43,14.69,0.51,-16.212,1865.63,0.022,5.18
2019/01/04 21:39:59,16.82,1041.49,57.794,2019/01/04 21:20:00,2.12,1041,74,0:19:59,14.7,0.49,-16.206,1866.9,0.022,5.19
2019/01/04 21:40:14,16.83,1041.51,57.773,2019/01/04 21:20:00,2.12,1041,74,0:20:14,14.71,0.51,-16.227,1868.17,0.022,5.19
2019/01/04 21:40:30,16.83,1041.5,57.681,2019/01/04 21:20:00,2.12,1041,74,0:20:30,14.71,0.5,-16.319,1868.17,0.028,5.19
2019/01/04 21:40:50,16.84,1041.51,57.844,2019/01/04 21:20:00,1.49,1041,74,0:20:50,15.35,0.51,-16.156,1949.45,0.023,5.31
2019/01/04 21:41:05,16.85,1041.5,57.881,2019/01/04 21:20:00,2.12,1041,74,0:21:05,14.73,0.5,-16.119,1870.71,0.023,5.31
2019/01/04 21:41:21,16.86,1041.55,57.836,2019/01/04 21:20:00,2.12,1041,74,0:21:21,14.74,0.55,-16.164,1871.98,0.022,5.2
2019/01/04 21:41:37,16.87,1041.53,57.695,2019/01/04 21:20:00,1.49,1041,74,0:21:37,15.38,0.53,-16.305,1953.26,0.023,5.32
2019/01/04 21:41:53,16.88,1041.55,57.676,2019/01/04 21:20:00,1.49,1041,74,0:21:53,15.39,0.55,-16.324,1954.53,0.023,5.43
2019/01/04 21:42:08,16.88,1041.53,57.577,2019/01/04 21:20:00,2.12,1041,74,0:22:08,14.76,0.53,-16.423,1874.52,0.023,5.32
2019/01/04 21:42:24,16.89,1041.52,57.792,2019/01/04 21:20:00,2.12,1041,74,0:22:24,14.77,0.52,-16.208,1875.79,0.022,5.21
2019/01/04 21:42:39,16.9,1041.52,57.921,2019/01/04 21:20:00,2.12,1041,74,0:22:39,14.78,0.52,-16.079,1877.06,0.022,5.22
2019/01/04 21:42:55,16.91,1041.51,57.829,2019/01/04 21:20:00,2.12,1041,74,0:22:55,14.79,0.51,-16.171,1878.33,0.023,5.22
2019/01/04 21:43:11,16.91,1041.5,57.75,2019/01/04 21:20:00,1.49,1041,74,0:23:11,15.42,0.5,-16.25,1958.34,0.023,5.33
2019/01/04 21:43:27,16.92,1041.51,57.86,2019/01/04 21:20:00,2.12,1041,74,0:23:27,14.8,0.51,-16.14,1879.6,0.023,5.33
2019/01/04 21:43:42,16.92,1041.5,57.952,2019/01/04 21:20:00,2.12,1041,74,0:23:42,14.8,0.5,-16.048,1879.6,0.022,5.23
2019/01/04 21:43:58,16.92,1041.49,58.063,2019/01/04 21:20:00,2.12,1041,74,0:23:58,14.8,0.49,-15.937,1879.6,0.029,5.23
2019/01/04 21:44:18,16.93,1041.48,58.115,2019/01/04 21:20:00,2.12,1041,74,0:24:18,14.81,0.48,-15.885,1880.87,0.022,5.23
2019/01/04 21:44:34,16.94,1041.49,58.178,2019/01/04 21:20:00,2.12,1041,74,0:24:34,14.82,0.49,-15.822,1882.14,0.023,5.23
2019/01/04 21:44:50,16.94,1041.48,58.29,2019/01/04 21:20:00,1.49,1041,74,0:24:50,15.45,0.48,-15.71,1962.15,0.03,5.34
2019/01/04 21:45:11,16.95,1041.47,58.324,2019/01/04 21:20:00,1.49,1041,74,0:25:11,15.46,0.47,-15.676,1963.42,0.023,5.46
2019/01/04 21:45:26,16.95,1041.48,58.33,2019/01/04 21:20:00,1.49,1041,74,0:25:26,15.46,0.48,-15.67,1963.42,0.023,5.46
2019/01/04 21:45:42,16.96,1041.47,58.294,2019/01/04 21:20:00,1.49,1041,74,0:25:42,15.47,0.47,-15.706,1964.69,0.023,5.46
2019/01/04 21:45:58,16.96,1041.46,58.361,2019/01/04 21:20:00,1.49,1041,74,0:25:58,15.47,0.46,-15.639,1964.69,0.023,5.46
2019/01/04 21:46:13,16.97,1041.44,58.423,2019/01/04 21:20:00,1.49,1041,74,0:26:13,15.48,0.44,-15.577,1965.96,0.023,5.46
2019/01/04 21:46:29,16.97,1041.46,58.502,2019/01/04 21:20:00,1.49,1041,74,0:26:29,15.48,0.46,-15.498,1965.96,0.023,5.47
2019/01/04 21:46:44,16.98,1041.44,58.585,2019/01/04 21:20:00,1.49,1041,74,0:26:44,15.49,0.44,-15.415,1967.23,0.023,5.47
2019/01/04 21:47:00,16.98,1041.44,58.744,2019/01/04 21:20:00,1.49,1041,74,0:27:00,15.49,0.44,-15.256,1967.23,0.023,5.47
